applylink,bankname,baseUrl,category,image,location,offerdetails,offerlink,offertitle,shopname,tnc,validity
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/tandoori-junction.png?sfvrsn=912da5f2_4,,,https://www.dib.ae/offers/offer-detail/tandoori-junction,20% off on Total Bill,Tandoori Junction,Location : DubaiValid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/freddys-fortune-karama-hotel,10% off on Total Bill,Freddy's - Fortune Karama Hotel,Location :DubaiValid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/freddys-fortune-atrium-hotel,10% off on Total Bill,Freddy's - Fortune Atrium Hotel,Location :DubaiValid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/al-abdallah-restro,15% off on Total Bill,Al Abdallah Restro,Valid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Location: Dubai,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/little-italy.png?sfvrsn=e7cd1e04_4,,,https://www.dib.ae/offers/offer-detail/little-italy,10% off on Total Bill,Little Italy,Location : DubaiValid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/olabi-coffee-dubai,15% off on Total Bill,Olabi Coffee,Valid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.Location: Dubai,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/freddys-fortune-hotel-deira,10% off on Total Bill,Freddy's - Fortune Hotel Deira,Location :DubaiValid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/c-house-milano-cafe-restaurant,15% off on Total Bill,C House Milano Cafe & Restaurant,Location : DubaiValid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/the-lobby-lounge.png?sfvrsn=d40147cb_4,,,https://www.dib.ae/offers/offer-detail/the-lobby-lounge,15% off on Total Bill,The Lobby Lounge,Location : DubaiValid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/freddys-fortune-plaza-hotel,10% off on Total Bill,Freddy's - Fortune Plaza Hotel,Location :DubaiValid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/generic-270-x-151.jpg?sfvrsn=22667214_4,,,https://www.dib.ae/offers/offer-detail/tea-bae-cafe,15% off on Total Bill,Tea Bae Cafe,Location :Abu DhabiValid on All DIB Credit CardsOffer End Date : 31st December 2023Applicable on Dine in onlyNot Valid on BuffetThe offer is valid for Halal Food only.,Valid till 31 December 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/masti---270x151.jpg?sfvrsn=5541a9cb_4,,"Visit your app store and download xperience with the ENTERTAINER App.Use your DIB Visa Card to get this offer, available only via the App xperience with the ENTERTAINER. Also unlock a range of amazing 2-for-1 deals at your favourite dining, beauty and fitness outlets.Sign up with your details.",https://www.dib.ae/offers/offer-detail/masti-restaurant,Indulge in Indian inspired cuisine with buy one get one free offers via the App xperience with the ENTERTAINER and your DIB Visa Card.,Masti Restaurant,"Not applicable on Public Holidays.Dine-in only.for more details on the xperience with the ENTERTAINER App and related offers.DIB Cards can only be used for Sharia compliant products and services.Offer only applicable via xperience with the ENTERTAINER.Offer is applicable on DIB Visa - Infinite, Signature and Platinum Cards.",Valid till 31 January 2023
,Commercial Bank International,https://www.combank.lk/rewards-promotions,Supermarket,background-image: url('https://s3.ap-southeast-1.amazonaws.com/static.combank.cloud/photos/shares/Offers/Thumb%20Images/2023/Keels-web-jan-thumb-2023.jpg'),,"The General Credit card terms and conditions will continue to apply.Offer – Valid for Fresh Vegetables, Fruits, Seafood and Meat.Offer valid for Sri Lankans and Expatriates only.Discount –20% for Credit Cards.Maximum Discount – Rs 1,000/-This offer is bound by the terms and conditions of the partnering merchant and Commercial Bank of Ceylon PLC.Commercial Bank of Ceylon PLC reserve the right to change and/or modify all or any of the rules, terms and conditions applicable to this promotion at any given time with or  without prior notice to the Cardholders.All payments to be settled with the Commercial Bank Credit Cards only.Minimum bill value –Rs 4,000/-If any dispute arises regarding any of the terms & conditions contained herein, the decision of the Commercial Bank of Ceylon PLC - Card Centre shall be final.Offer valid on Every Sunday till 29th January 2023.The promotion is open for all Credit Cards issued by Commercial Bank of Ceylon PLC.This offer cannot be exchanged for cash or used in conjunction with other promotional programs or offers conducted by the Bank or the offer partner.Commercial Bank of Ceylon PLC - Card Centre accepts no liability for the quality of goods or services provided by the offer partners in this promotion.One transaction per card per day.",http://www.combank.lk/rewards-promotion/supermarket/enjoy-the-best-supermarket-fresh-deals-at-keells-with-combank-credit-cards,,Enjoy the best Supermarket fresh deals at Keells with ComBank Credit Cards,,Offer valid on every Sunday till 29th January 2023
,Dubai Islamic Bank,https://www.dib.ae/offers/card-offers?sub-category=all&search=all&category=all&city=all&offer-start=any&offer-end=any&count=19,Dining,https://www.dib.ae/images/default-source/offers/dinig/haagen-270x151.jpg?sfvrsn=fa93ec9e_4,,"Visit your app store and download xperience with the ENTERTAINER App.Use your DIB Visa Card to get this offer, available only via the App xperience with the ENTERTAINER. Also unlock a range of amazing 2-for-1 deals at your favourite dining, beauty and fitness outlets.Sign up with your details.",https://www.dib.ae/offers/offer-detail/häagen-dazs,Enjoy 2-for-1 at Häagen-Dazs with the xperience with the ENTERTAINER App.,Häagen-Dazs,"Not applicable on Public Holidays.Offer only applicable via xperience with the ENTERTAINER.for more details on the xperience with the ENTERTAINER App and related offers.The offer is valid for Halal Food only.Not valid on delivery.DIB Cards can only be used for Sharia compliant products and services.Offer is applicable on DIB Visa - Infinite, Signature and Platinum Cards.",Valid till 31 January 2023
,Commercial Bank International,https://www.combank.lk/rewards-promotions,Supermarket,background-image: url('https://s3.ap-southeast-1.amazonaws.com/static.combank.cloud/photos/shares/Offers/Thumb%20Images/2023/cargills-web-thumb-jan-2023.jpg'),,"The General Credit Card terms and conditions will continue to apply.Discount –25% for Credit Cards.Offer valid on every Friday till 27th January 2023.Offer valid for Fresh Vegetables, Fruits, Seafood and Meat.Offer valid for Sri Lankans and Expatriates only.Maximum Discount – Rs 1,250/-This offer is bound by the terms and conditions of the partnering merchant and Commercial Bank of Ceylon PLC.All payments to be settled with the Commercial Bank Credit Cards only.If any dispute arises regarding any of the terms & conditions contained herein, the decision of the Commercial Bank of Ceylon PLC - Card Centre shall be final.Minimum bill value –Rs 3,500/-One Transaction per card per day.The promotion is open for all Credit Cards issued by Commercial Bank of Ceylon PLC.This offer cannot be exchanged for cash or used in conjunction with other promotional programs or offers conducted by the Bank or the offer partner.Commercial Bank of Ceylon PLC reserve the right to change and/or modify all or any of the rules, terms and conditions applicable to this promotion at any given time with or without prior notice to the Cardholders.Commercial Bank of Ceylon PLC - Card Centre accepts no liability for the quality of goods or services provided by the offer partners in this promotion.",http://www.combank.lk/rewards-promotion/supermarket/enjoy-the-best-supermarket-fresh-deals-at-cargills-food-city-with-combank-credit-cards,,Enjoy the best supermarket fresh deals at Cargills Food City with ComBank Credit Cards,,Offer valid on every Friday till 27th January 2023
,Commercial Bank International,https://www.combank.lk/rewards-promotions,Supermarket,background-image: url('https://s3.ap-southeast-1.amazonaws.com/static.combank.cloud/photos/shares/Offers/Thumb%20Images/2023/arpico-fresh-thumb-jan-web-2023.jpg'),,"The General Credit Card terms and conditions will continue to apply.Discount –25% for Credit Cards.Offer valid From 10.00 a.m. – 06.00 p.mOffer valid for Sri Lankans and Expatriates only.This offer is bound by the terms and conditions of the partnering merchant and Commercial Bank of Ceylon PLC.Commercial Bank of Ceylon PLC reserve the right to change and/or modify all or any of the rules, terms and conditions applicable to this promotion at any given time with or  without prior notice to the Cardholders.Maximum discount for Credit Cards – Rs.1,250/-.All payments to be settled with the Commercial Bank Credit Cards only.If any dispute arises regarding any of the terms & conditions contained herein, the decision of the Commercial Bank of Ceylon PLC - Card Centre shall be final.The promotion is open for all Credit Cards issued by Commercial Bank of Ceylon PLC.This offer cannot be exchanged for cash or used in conjunction with other promotional programs or offers conducted by the Bank or the offer partner.Offer valid on Every Sunday till 29th January 2023.Commercial Bank of Ceylon PLC - Card Centre accepts no liability for the quality of goods or services provided by the offer partners in this promotion.Offer valid for Selected Fresh Vegetables, Fruits, Seafood & Meat.Minimum bill value – Rs 4,000/-",http://www.combank.lk/rewards-promotion/supermarket/enjoy-the-best-supermarket-fresh-deals-at-arpico-with-combank-credit-cards,,Enjoy the best supermarket fresh deals at Arpico with ComBank Credit Cards,,"Offer valid on, every Sunday till 29th January 2023"
,Commercial Bank International,https://www.combank.lk/rewards-promotions,Supermarket,background-image: url('https://s3.ap-southeast-1.amazonaws.com/static.combank.cloud/photos/shares/Offers/Thumb%20Images/2023/laugfs-thumb-web-jan-2023.jpg'),,"The promotion is open for all Credit and Debit Cards issued by Commercial Bank of Ceylon PLC.Offer valid for Sri Lankans and Expatriates only.Debit Card – Rs. 1,500/-.Maximum discount -    Credit Cards– Rs 1,000/-.Offer valid for Total Bill value.This offer is bound by the terms and conditions of the partnering merchant and Commercial Bank of Ceylon PLC.Commercial Bank of Ceylon PLC reserve the right to change and/or modify all or any of the rules, terms and conditions applicable to this promotion at any given time with or  without prior notice to the Cardholders.Offer valid on Every Saturday till 27th January 2023(10.00a.m- 08.00p.m).The General Credit and Debit Card terms and conditions will continue to apply.If any dispute arises regarding any of the terms & conditions contained herein, the decision of the Commercial Bank of Ceylon PLC - Card Centre shall be final.Maximum 3Kg or 3 Numbers of the same kind per dayThis offer cannot be exchanged for cash or used in conjunction with other promotional programs or offers conducted by the Bank or the offer partner.All payments to be settled with the Commercial Bank Credit and Debit Cards only.Commercial Bank of Ceylon PLC - Card Centre accepts no liability for the quality of goods or services provided by the offer partners in this promotion.One transaction per card per day.Minimum bill value –Rs 3,500/-.Discount –10% for Credit Cards and 5% for Debit Cards.",http://www.combank.lk/rewards-promotion/supermarket/enjoy-the-best-supermarket-deals-at-laugfs-super-with-combank-credit-and-debit-cards,,Enjoy the best supermarket deals at Laugfs Super with ComBank Credit and Debit Cards,,Offer valid on every Saturday till 27th January 2023
,Commercial Bank International,https://www.combank.lk/rewards-promotions,Supermarket,background-image: url('https://s3.ap-southeast-1.amazonaws.com/static.combank.cloud/photos/shares/Offers/Thumb%20Images/2023/glomark-fresh-thumb-web-jan-2023.jpg'),,"Offer valid on Every Saturday till 28th January 2023.Maximum 3kg or 3 items of the same kind per day.Offer valid from 10.00 am to 6.00 pm.The promotion is open for all Credit and Debit Cards issued by Commercial Bank of Ceylon PLC.Offer valid for Vegetables, Fruits, Fish and Meat.Minimum bill value – Rs. 4,000/-.Offer valid for Sri Lankans and Expatriates only.This offer is bound by the terms and conditions of the partnering merchant and Commercial Bank of Ceylon PLC.If any dispute arises regarding any of the terms & conditions contained herein, the decision of the Commercial Bank of Ceylon PLC - Card Centre shall be final.Maximum Discount for Credit Cards – Rs. 1,000/-, Debit Cards – Rs.750/-.Commercial Bank of Ceylon PLC reserve the right to change and/or modify all or any of the rules, terms and conditions applicable to this promotion at any given time with or without prior notice to the Cardholders.One Transaction per card per day.This offer cannot be exchanged for cash or used in conjunction with other promotional programs or offers conducted by the Bank or the offer partner.Discount –20% Credit Cards and 10% Debit Cards.All payments to be settled with the Commercial Bank Credit and Debit Cards only.Commercial Bank of Ceylon PLC - Card Centre accepts no liability for the quality of goods or services provided by the offer partners in this promotion.The General Credit and Debit Card terms and conditions will continue to apply.",http://www.combank.lk/rewards-promotion/supermarket/enjoy-the-best-supermarket-fresh-deals-at-softlogic-glomark-with-combank-credit-and-debit-cards,,Enjoy the best supermarket fresh deals at Softlogic Glomark with ComBank Credit and Debit Cards,,Offer valid on every Saturday till 28th January 2023
